Organization Name,Industries,Headquarters Location,Estimated Revenue,Operating Status,Founded Date,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Funding Amount,Growth Category,Growth Confidence,Monthly visit,Monthly Visit Growth,Visit Duration Growth,Patents Granted,Visit Duration
Kalita PLC Innovations,Gems and Jewellery,Andhra Pradesh,$1B to $10B,Active,2019,Seed,Luxury Goods,2,"Aachal Gara, Warjas Dhingra",1001-5000,5,Growing,$1M to $5M,High,Low,1834122,1487.5195846060662,3617.5508308655744,8,1471
"Nigam, Mody and Jayaraman Labs",Defence Manufacturing,Kerala,$10M to $50M,Active,2021,Series A,Defence,4,"Urvashi Hans, Jairaj Wali, Xalak Brar, Laban Chauhan",1001-5000,0,Seed,$100M to $500M,High,Low,84458,577.753385642273,8269.195107125719,5,2165
Bhargava-Bahl Technologies,IT & BPM,Kerala,$100M to $500M,Active,2019,Series C,Information Technology,1,Chasmum Lall,251-500,5,Early Stage Venture,$50M to $100M,High,Medium,778280,506.41177453418595,4732.656258859595,4,1966
Suresh Inc Solutions,Science and Technology,Chhattisgarh,$100M to $500M,Active,2024,Series B,Technology,1,Farhan Vaidya,1001-5000,5,Growing,$100M to $500M,High,Medium,1130843,656.9224400564839,3995.265198848424,10,2118
Khurana-Nanda Solutions,Ayush,Assam,$1B to $10B,Active,2017,Series B,Healthcare,1,Bakhshi Tripathi,501-1000,6,M&A,$10M to $50M,Medium,Low,436622,16.870525708287687,3705.461713090973,9,1412
Aurora Ltd Innovations,Real Estate,Assam,$10M to $50M,Active,2018,IPO,Real Estate,5,"Yahvi Mangal, Januja Narang, Urvi Pradhan, Nitesh Krishnan, Yuvraj Barad",251-500,2,M&A,$1M to $5M,High,Low,1955447,1633.0204175248443,6141.379585245189,5,699
"Grewal, Nagy and Pandit Technologies",Retail,Uttar Pradesh,$10M to $50M,Active,2024,Series C,Commerce,3,"Bhavani Narang, Wriddhish Kota, Gopal Sabharwal",501-1000,6,Growing,$5M to $10M,High,Low,536759,69.35890056077031,7356.205760514344,5,1406
"Bhatti, Lata and Sant Pvt Ltd",Pharmaceuticals,Manipur,Less than $1M,Closed,2019,Seed,Pharmaceuticals,3,"Aahana Rana, Urvi Konda, Quincy Oommen",11-50,0,Seed,$0 to $1M,Growing,Low,8350,-69.80918445055921,7643.470462597666,3,1983
Pandit-Brahmbhatt Innovations,Services,Arunachal Pradesh,$10M to $50M,Active,2022,Series B,Services,5,"Widisha Narayanan, Ira Palla, Gautam Gulati, Charles Mishra, Laksh Grewal",11-50,6,Early Stage Venture,$100M to $500M,Medium,Low,1434219,688.503401863493,3933.5220811617755,1,898
Narain-Maharaj Solutions,Infrastructure,Kerala,Less than $1M,Active,2020,Seed,Infrastructure,2,"Tanmayi Kanda, Jeevika Joshi",11-50,5,Seed,$0 to $1M,High,Medium,747409,-20.778217135705873,9096.888157818175,3,2035
Wagle-Gill Labs,Biotechnology,Uttar Pradesh,$10M to $50M,Closed,2023,Series A,Biotechnology,2,"Abeer Basu, Kavya Parmar",11-50,0,Early Stage Venture,$1M to $5M,Medium,Low,40793,-5.537356584984252,2654.3780566905853,5,201
"Sule, Mitra and Ganguly Technologies",Renewable Energy,Goa,$100M to $500M,Active,2018,Series C,Energy,3,"Advik Chand, Girindra Arya, Urvi Hayer",251-500,1,Early Stage Venture,$0 to $1M,High,High,1900976,149.57606050316568,2452.813552360814,0,2055
Prakash-Setty Solutions,Ports,Chhattisgarh,$10B+,Active,2020,Series A,Transportation,5,"Pavani Ravi, Daniel Dora, Nisha Jain, Bhanumati Vyas, Zaitra Viswanathan",251-500,6,Seed,$50M to $100M,Medium,Medium,1857823,1117.334462337921,6455.801839454238,5,349
Borah PLC Pvt Ltd,Medical Devices,Andhra Pradesh,Less than $1M,Closed,2017,Seed,Healthcare,1,Inaya Sane,11-50,0,Seed,$0 to $1M,Medium,Low,7110,-29.045650741440042,3183.01776841792,4,401
"Rai, Sarna and Chacko Innovations",Roads,Haryana,$1M to $10M,Active,2019,Series B,Infrastructure,4,"Vyanjana Prashad, Rachit Sachdeva, Maya Kant, Niharika Karnik",101-250,2,Seed,$5M to $10M,High,Medium,672198,1607.5428372621286,7164.95841349958,10,854
Sawhney Inc Solutions,Consumer Durables,West Bengal,Less than $1M,Closed,2017,Series A,Consumer Goods,4,"Yauvani Ratti, Neel Atwal, Kritika Dash, Rachita Salvi",51-100,1,Early Stage Venture,$1M to $5M,Medium,Low,47970,-0.12243272821044116,7929.654411616769,2,1735
Chauhan-Dugar Solutions,Defence Manufacturing,Maharashtra,$1M to $10M,Active,2017,IPO,Defence,4,"Ranveer Mittal, Niharika Kamdar, Krish Soni, Frado Deo",1-10,1,Early Stage Venture,$1M to $5M,Growing,Low,772513,994.5630597665836,2013.3382069595777,4,448
Sharaf-Contractor Labs,IT & BPM,Bihar,$50M to $100M,Active,2018,Series C,Information Technology,3,"Ekani Chaudry, Ronith Din, Ganga Date",11-50,5,Early Stage Venture,$100M to $500M,High,Medium,1825516,1667.6226505504146,4953.073607815876,6,958
"Saxena, Bala and Butala Solutions",Chemicals,Rajasthan,$1B to $10B,Active,2018,Seed,Chemicals,4,"Urvi Karnik, Maanav Seth, Gautam Rattan, Vedant Khosla",501-1000,5,Seed,$10M to $50M,Medium,Low,1999981,441.6213553880731,8393.686256966605,4,483
Shroff-Ghosh Pvt Ltd,MSME,Jharkhand,$1M to $10M,Closed,2024,Seed,Small Business,1,Jatin Saran,1-10,0,Seed,$0 to $1M,Growing,Low,7964,-92.50272324119832,8116.697184525994,7,1100
"Uppal, Arora and Dyal Pvt Ltd",Media and Entertainment,Jharkhand,$10B+,Active,2023,Series C,Media,5,"Hema Gopal, Aishani Sankaran, Girish Ravi, Pavani Viswanathan, Ishani Shan",51-100,3,M&A,$50M to $100M,Medium,Low,1436288,99.24080972800738,6837.771981353291,0,2473
"Vaidya, Goel and Mander Technologies",Ayush,Gujarat,$10B+,Active,2018,Series A,Healthcare,1,Lakshmi Mohanty,51-100,7,Growing,$5M to $10M,Growing,High,771751,566.4480880825733,9942.400674262683,3,442
Johal and Sons Pvt Ltd,Railways,Himachal Pradesh,$100M to $500M,Active,2024,Series B,Transportation,2,"Onveer Bhatt, Onkar Kanda",501-1000,4,M&A,$100M to $500M,Medium,High,663583,1474.880611029773,737.9193135794775,6,1913
"Dutt, Kurian and Padmanabhan Solutions",Roads,Mizoram,$10M to $50M,Closed,2018,Series A,Infrastructure,2,"Megha Nanda, Utkarsh Rao",51-100,1,Seed,$0 to $1M,High,Medium,32197,-63.62941156255072,2218.131208258455,8,1277
"Srinivas, Chander and Devi Pvt Ltd",Tourism and Hospitality,Jharkhand,$10B+,Active,2022,IPO,Hospitality,3,"Rishi Patel, Anirudh Parmer, Aachal Deshpande",11-50,4,Early Stage Venture,$10M to $50M,Growing,Low,1498549,1766.006971234457,9845.688515768816,10,1055
Sinha-Hora Solutions,Auto Components,Kerala,$10B+,Active,2023,Seed,Automotive,1,Zaid Buch,11-50,6,Early Stage Venture,$1M to $5M,High,Medium,1284944,375.9464924673421,3756.774738430639,0,2466
Dixit Ltd Technologies,Steel,Tripura,$10B+,Active,2022,Series B,Manufacturing,3,"Vasana Ganesan, Jason Varughese, Logan Cherian",251-500,2,M&A,$10M to $50M,High,Low,672382,960.144786087762,907.256672093719,0,2084
"Sahota, Nadkarni and Rai Solutions",Aviation,Himachal Pradesh,$10M to $50M,Active,2022,Seed,Transportation,1,Amara Misra,501-1000,0,Early Stage Venture,$0 to $1M,Growing,Medium,904315,846.4056860089694,6883.95593632926,1,1196
Chandra and Sons Pvt Ltd,Electronics System Design & Manufacturing,Mizoram,$1M to $10M,Closed,2022,Series A,Electronics,1,Harrison Goda,1-10,2,Seed,$1M to $5M,Growing,Low,11987,-68.00690837122137,6326.347686729531,6,2437
"Prabhu, Gupta and Mohanty Innovations",Agriculture and Allied Industries,Haryana,Less than $1M,Active,2024,IPO,Agriculture,4,"Ronith Mander, Adweta Mallick, Wriddhish Sur, Utkarsh Muni",51-100,2,M&A,$10M to $50M,Growing,Medium,346031,638.5418504403136,4097.850970913354,0,2270
"Sood, Baria and Sarma Pvt Ltd",MSME,Odisha,Less than $1M,Closed,2024,Seed,Small Business,1,Inaya Murthy,11-50,0,Seed,$0 to $1M,Medium,Low,5845,-74.08098642692504,4884.586946568794,0,301
"Patla, Johal and Dada Innovations",Cement,Manipur,$1M to $10M,Closed,2023,Seed,Construction,3,"Chandran Chander, Harish Kunda, Simon Anand",1-10,0,Seed,$0 to $1M,Growing,Low,8439,-80.81778464111672,2918.441375224702,3,331
Parikh-Konda Innovations,MSME,Telangana,$1B to $10B,Active,2024,Seed,Small Business,2,"Darpan Goda, Warda Hans",251-500,1,Growing,$0 to $1M,Growing,High,1769519,150.95907928460943,7759.408209628613,1,2138
Sathe and Sons Labs,Medical Devices,Arunachal Pradesh,$10B+,Active,2019,Series A,Healthcare,1,Charita Mishra,11-50,6,Growing,$0 to $1M,Medium,Medium,659651,-96.6913472599928,9389.926489407768,4,542
"Narula, Viswanathan and Batra Pvt Ltd",Automobiles,Meghalaya,$1M to $10M,Active,2019,IPO,Automotive,3,"Nihal Mandal, Leela Ghose, Wishi Chopra",51-100,7,Growing,$5M to $10M,High,High,660997,220.69130418660637,814.9008828564663,7,95
"Chauhan, Jha and Varty Pvt Ltd",Oil and Gas,Karnataka,$50M to $100M,Active,2019,Series A,Energy,3,"Amruta Lalla, Pooja Karan, Brinda Tara",11-50,6,Seed,$1M to $5M,High,Low,663015,11.596648592069329,9126.068419310615,4,829
Patla Ltd Pvt Ltd,Services,Maharashtra,$10M to $50M,Closed,2018,Series A,Services,2,"Anvi Swamy, Alexander Naik",1-10,2,Early Stage Venture,$1M to $5M,Growing,Medium,6974,-65.08333045940014,6156.746868137445,8,1055
Viswanathan Inc Pvt Ltd,Education and Training,Mizoram,$100M to $500M,Active,2022,Series C,Education,5,"Harita Dhillon, Upasna Lad, Michael Mukherjee, Harrison Toor, Unni Nayak",51-100,7,Early Stage Venture,$10M to $50M,Growing,Low,511862,350.16072347637305,4397.981825396458,8,2020
Sundaram Inc Technologies,Paper & Packaging,Maharashtra,$10B+,Active,2018,Seed,Packaging,1,Bhanumati Rattan,501-1000,2,Seed,$100M to $500M,High,Low,1960646,132.58711400367994,6040.395778635187,7,1336
Barman PLC Pvt Ltd,Cement,Tamil Nadu,$10M to $50M,Active,2021,Series B,Construction,5,"Naveen Nath, Girindra Thaman, Finn Pradhan, Warinder Bains, Victor Hans",501-1000,4,Seed,$100M to $500M,High,Low,1793350,721.7268093927071,2715.8712864391746,7,2169
Nigam-Mangal Technologies,Healthcare,Maharashtra,$100M to $500M,Active,2022,Seed,Healthcare,5,"Aachal Khatri, Rudra Sule, Amaira Mane, Diya Morar, Mitali Khanna",51-100,4,Early Stage Venture,$1M to $5M,High,High,307644,-28.56333861419631,5089.8135349808945,9,733
"Bhagat, Goda and Seshadri Labs",Paper & Packaging,Sikkim,$50M to $100M,Active,2018,IPO,Packaging,4,"Mahika Menon, Shaurya Grover, Upadhriti Prakash, Ucchal Mutti",501-1000,2,Growing,$1M to $5M,Medium,High,1482624,1650.0211426511241,1716.5755813159278,3,1540
Sandal-Chanda Innovations,Auto Components,Uttarakhand,Less than $1M,Closed,2018,Seed,Automotive,5,"Pratyush Shanker, Keya Arya, Nikita Jha, Irya Borah, Dalaja Nath",1-10,0,Seed,$0 to $1M,Growing,Low,8656,-27.478170081003412,7517.652927078767,8,1235
Borah-Mody Innovations,Food Processing,Himachal Pradesh,$10B+,Active,2021,IPO,Food and Beverage,1,Keya Sankaran,251-500,3,Seed,$100M to $500M,Medium,High,356744,262.1120662990563,3529.954196339222,4,2456
Shankar-Gopal Pvt Ltd,Food Processing,Andhra Pradesh,Less than $1M,Active,2023,Series C,Food and Beverage,1,Wahab Borra,1-10,4,Growing,$10M to $50M,Medium,Low,1691156,157.84935703287135,9214.588807739705,0,1688
"Banik, Baral and Prashad Labs",Healthcare,Madhya Pradesh,Less than $1M,Active,2022,Seed,Healthcare,3,"Pranav Loyal, Azaan Halder, Urmi Padmanabhan",11-50,2,Seed,$100M to $500M,Medium,High,67021,1031.121496613018,2426.633215299142,7,176
"Nagi, Hegde and Ratta Technologies",Financial Services,Maharashtra,$10B+,Active,2024,Series C,Financial Services,4,"Ishani Chandran, Aadhya Bhakta, Nirja Gola, Bhavya Sathe",101-250,1,Growing,$10M to $50M,Medium,High,207394,902.1940445142544,3967.1280715198714,4,2004
"Kapur, Ghosh and Sandal Labs",Electronics System Design & Manufacturing,Jharkhand,Less than $1M,Active,2021,Series B,Electronics,5,"Yashasvi Behl, Chanchal Doshi, Raghav Ravel, Udant Sidhu, Upkaar Jayaraman",501-1000,2,Early Stage Venture,$10M to $50M,High,Low,1246466,1672.827037058559,2132.317601465709,3,797
"Sekhon, Borah and Basak Innovations",E-Commerce,Manipur,Less than $1M,Closed,2021,Series A,Commerce,5,"Leela Shenoy, Zaid Ratta, Sudiksha Zacharia, Qasim Palla, Anirudh Savant",1-10,0,Early Stage Venture,$1M to $5M,High,Medium,12211,31.37414088585882,5174.814917880653,7,1108
Sangha-Gara Innovations,Defence Manufacturing,Rajasthan,$1B to $10B,Active,2022,Seed,Defence,5,"Anthony Balasubramanian, Max Maharaj, Vrishti Dasgupta, George Nayar, Yamini Dani",501-1000,7,M&A,$1M to $5M,Growing,Low,18527,-66.88488153675547,8756.346889706023,5,589
Magar Inc Pvt Ltd,Ports,Karnataka,$1M to $10M,Active,2017,Series C,Transportation,4,"Rohan Sahni, Sneha Kumar, Girindra Kata, Ishaan Dewan",1-10,0,M&A,$0 to $1M,Medium,Medium,416009,1071.1612462993953,8420.71210700205,3,1285
"Raj, Ratta and Sule Pvt Ltd",Power,Meghalaya,Less than $1M,Closed,2018,Seed,Energy,1,Madhav Trivedi,1-10,0,Seed,$0 to $1M,Growing,Low,5253,-70.15043642869111,1748.7772318251311,2,1314
Pradhan LLC Pvt Ltd,Agriculture and Allied Industries,Odisha,$1B to $10B,Active,2017,Series B,Agriculture,1,Lopa Chawla,11-50,3,Early Stage Venture,$5M to $10M,Medium,Low,988149,1367.9627537602935,4528.770228690752,2,1889
Dara Group Labs,Defence Manufacturing,Chhattisgarh,Less than $1M,Active,2022,Seed,Defence,4,"Kabir Madan, Rohan Wable, Advaith Chokshi, Abhimanyu Bhatt",501-1000,6,Growing,$10M to $50M,High,Medium,1103827,1984.0912665218316,986.1263251870994,8,1848
Gade-Bhandari Pvt Ltd,Defence Manufacturing,Kerala,$1M to $10M,Closed,2020,Seed,Defence,1,Raksha Das,11-50,0,Seed,$0 to $1M,High,Low,8365,-85.2693393079065,2024.133556609224,1,311
Acharya PLC Pvt Ltd,Paper & Packaging,Telangana,$10M to $50M,Active,2022,Series C,Packaging,1,Harish Nayar,251-500,1,Growing,$5M to $10M,Medium,High,1288463,713.6379179561658,1509.1873396138285,8,743
"Rastogi, Balasubramanian and Master Technologies",E-Commerce,Kerala,$10M to $50M,Active,2024,Series C,Commerce,1,Andrew Sami,251-500,2,Growing,$10M to $50M,Growing,Low,1102346,729.8000775871442,1906.6412928346026,2,1924
Talwar Group Technologies,Pharmaceuticals,Himachal Pradesh,Less than $1M,Closed,2018,Seed,Pharmaceuticals,2,"Orinder Gokhale, Avi Desai",11-50,0,Seed,$0 to $1M,High,Low,9006,-22.844636060703422,9981.710632161552,2,322
Deep LLC Innovations,Engineering and Capital Goods,Manipur,$1B to $10B,Active,2019,Seed,Engineering,4,"Radha Ghosh, Baljiwan Sabharwal, Libni Deshpande, Aishani Nayak",501-1000,7,Seed,$5M to $10M,Medium,Low,1564270,1324.5385473871693,2680.8119085739086,3,1778
Sant-Agarwal Labs,Education and Training,Jammu and Kashmir,$1M to $10M,Closed,2017,Series A,Education,3,"Shivansh Bhalla, Krishna Guha, Maanas Hari",51-100,0,Seed,$1M to $5M,Medium,Low,38576,9.410983915425689,8130.447811027265,10,599
"Bhasin, Palla and Kala Pvt Ltd",Gems and Jewellery,West Bengal,$10M to $50M,Active,2022,Series B,Luxury Goods,3,"Amrita Singh, Max Bhakta, Tara Kumar",501-1000,5,Growing,$10M to $50M,Medium,Low,904148,1095.6199496090505,-41.25742167602119,9,815
Mann Group Labs,Science and Technology,Tamil Nadu,$1B to $10B,Active,2020,Series C,Technology,4,"Daksh Palla, Lakshmi Khalsa, Laban Borah, Aryan Soni",251-500,5,Growing,$1M to $5M,Medium,Low,723422,964.6646301287233,8884.193178995238,5,2067
"Agate, Tella and Parsa Solutions",IT & BPM,Odisha,Less than $1M,Active,2020,Series B,Information Technology,3,"Isaac Setty, Aachal Chakrabarti, Yatin Tata",501-1000,0,Early Stage Venture,$1M to $5M,High,Low,393236,1104.4630271221813,6527.783639664362,0,1374
"Gola, Bath and Goda Labs",Railways,Chhattisgarh,$50M to $100M,Active,2024,Seed,Transportation,2,"Meera Sagar, Kashish Mukherjee",1-10,0,Growing,$10M to $50M,Growing,Medium,1749995,410.8342189352342,4125.349663002666,0,1464
"Soman, Sampath and Rai Labs",Science and Technology,Bihar,Less than $1M,Active,2022,Series B,Technology,4,"Zehaan Bhatt, Devansh Brahmbhatt, Idika Bora, Owen Shenoy",51-100,4,Early Stage Venture,$100M to $500M,Growing,High,1923289,314.1003621682634,122.01260851714082,4,923
Puri and Sons Labs,Tourism and Hospitality,Haryana,Less than $1M,Closed,2022,Seed,Hospitality,1,Neelima Lad,1-10,0,Seed,$0 to $1M,Growing,Low,2409,-35.57010276388132,4460.835892663648,5,548
Kunda-Vyas Pvt Ltd,Science and Technology,Haryana,Less than $1M,Closed,2018,Series A,Technology,3,"Gayathri Doctor, Yashodhara Shukla, Meghana Sarraf",11-50,2,Early Stage Venture,$0 to $1M,Medium,Low,42823,-96.55673864504116,3169.17067841312,1,417
"Kara, Chandran and Bumb Labs",Steel,Jammu and Kashmir,Less than $1M,Closed,2018,Seed,Manufacturing,4,"Jagrati Lala, Diya Bhandari, Maya Karpe, Chameli Sathe",1-10,0,Seed,$0 to $1M,Growing,Low,86,-24.855417789783075,5650.853349359095,8,484
"Rajagopalan, Pathak and Rattan Technologies",Textiles,Goa,$10M to $50M,Active,2019,Seed,Textiles,5,"Wriddhish Deshpande, Zehaan Pathak, Onkar Balan, Wahab Mahal, Ranbir Palla",101-250,5,Early Stage Venture,$10M to $50M,Medium,High,9255,1232.9341128873668,6369.585652391991,2,1637
Kulkarni-Chad Solutions,Metals and Mining,Manipur,$50M to $100M,Active,2024,Series A,Mining,1,Chandran Srivastava,51-100,4,Seed,$0 to $1M,Medium,Medium,232228,595.9727570506618,7220.0379548730925,6,822
Varghese PLC Pvt Ltd,Steel,Maharashtra,$50M to $100M,Active,2018,IPO,Manufacturing,3,"Zashil Choudhary, Vidhi Narang, Yashvi Savant",1-10,0,Seed,$10M to $50M,Growing,High,1481938,361.59321944748376,9824.265066253669,1,692
"Bobal, Pradhan and Chauhan Labs",IT & BPM,Tamil Nadu,$100M to $500M,Active,2017,Seed,Information Technology,4,"Advaith Butala, Ekaja Merchant, Ishita Pillay, Girindra Nair",1001-5000,3,Early Stage Venture,$100M to $500M,High,Low,1326046,1792.0071222448746,4909.7140552776145,2,190
"Dewan, Boase and Wable Labs",Metals and Mining,Bihar,$50M to $100M,Active,2017,Seed,Mining,1,Gauri Agarwal,1001-5000,6,M&A,$1M to $5M,High,Low,30922,415.92088605622064,4628.68224395187,0,2266
Basu LLC Pvt Ltd,Electric Vehicle,Tamil Nadu,$10B+,Active,2022,Series B,Automotive,5,"Odika Prabhakar, Jagrati Loke, Gaurangi Chandran, Avni Chaudhry, Chatresh Grewal",51-100,4,Growing,$10M to $50M,High,High,863999,1665.0971201528414,3322.792499467562,4,308
"Kibe, Narasimhan and Gade Pvt Ltd",Cement,Rajasthan,$1M to $10M,Active,2021,Series C,Construction,5,"Krishna Jain, Maanas Bhatia, Warjas Rajan, Kashish Balan, Xavier Tandon",251-500,5,M&A,$5M to $10M,High,Low,921074,705.137245095462,3422.6360990218,4,504
Saha-Basu Technologies,Education and Training,Mizoram,$100M to $500M,Active,2017,Series A,Education,1,Pavani Sami,101-250,3,Seed,$100M to $500M,High,High,760974,903.6931853916798,9541.435500943458,4,358
Rajan-Chandran Pvt Ltd,Real Estate,Telangana,Less than $1M,Active,2019,Series C,Real Estate,2,"Samarth Palla, Bahadurjit Bedi",251-500,6,M&A,$100M to $500M,Medium,Low,1163296,361.7581982560003,9466.033069439663,3,1329
Mall-Khosla Technologies,MSME,Tamil Nadu,$100M to $500M,Active,2022,IPO,Small Business,2,"Reva Char, Umang Raj",1001-5000,7,Seed,$10M to $50M,Medium,Medium,922945,248.0620859677921,2839.838159779667,0,570
Jayaraman PLC Solutions,Gems and Jewellery,Goa,$100M to $500M,Active,2019,Series A,Luxury Goods,4,"Naksh Raj, Dakshesh Basak, Orinder Virk, Vedant Yogi",501-1000,7,M&A,$10M to $50M,Growing,High,1380455,189.73359671186563,1329.2726539584244,10,2301
"Chander, Bava and Mitra Technologies",IT & BPM,Karnataka,$10M to $50M,Active,2021,Seed,Information Technology,5,"Lucky Dhingra, Oviya Walia, Ijaya Hayer, Amrita Shroff, Vedika Singhal",11-50,1,Early Stage Venture,$100M to $500M,Medium,High,91745,1835.1819980207229,9163.843898382966,0,181
Buch PLC Labs,MSME,Tamil Nadu,$10M to $50M,Closed,2024,Series A,Small Business,1,Sara Mani,11-50,2,Early Stage Venture,$1M to $5M,Growing,Low,17267,2.1830300537950933,2684.4265257464904,7,1951
Bedi-Bawa Innovations,Media and Entertainment,Mizoram,Less than $1M,Active,2023,Seed,Media,2,"Leena Kothari, Saksham Anand",251-500,2,Seed,$5M to $10M,High,High,1810063,56.901217427329215,5524.851634991473,5,841
"Deol, Rao and Kuruvilla Pvt Ltd",Textiles,Gujarat,$1B to $10B,Active,2023,Series A,Textiles,2,"Devika Trivedi, Forum Gole",1-10,4,Growing,$50M to $100M,Growing,Medium,579762,728.4347269940295,4216.918336439737,2,1778
Bajaj-Behl Pvt Ltd,Engineering and Capital Goods,Odisha,$1M to $10M,Closed,2022,Seed,Engineering,1,Bachittar Mistry,11-50,0,Seed,$0 to $1M,Growing,Low,2334,-51.298757366065075,9484.247091221274,9,1818
Divan LLC Technologies,Gems and Jewellery,Uttar Pradesh,$1M to $10M,Active,2019,Series C,Luxury Goods,4,"Chavvi Krish, Azaan Nazareth, Sneha Mohan, Imaran Toor",501-1000,5,Early Stage Venture,$1M to $5M,High,High,1345294,623.0219147157013,48.636977932330126,6,296
"Palla, Dash and Venkataraman Pvt Ltd",Science and Technology,Assam,$100M to $500M,Active,2019,Series C,Technology,1,Arunima Bath,1-10,0,Growing,$50M to $100M,Growing,Low,1068722,-96.90355589114901,2390.8699745172257,4,1845
Pillai Group Labs,Defence Manufacturing,Haryana,$1B to $10B,Active,2017,Series C,Defence,3,"Advik Kapur, Harrison Mandal, Mekhala Gandhi",51-100,4,Early Stage Venture,$5M to $10M,Medium,Low,449756,45.46477608595646,7023.464263969703,8,1021
Mangal PLC Technologies,Biotechnology,Uttarakhand,$10B+,Active,2024,IPO,Biotechnology,5,"Balvan Dutta, Dayita Babu, Lekha Bava, Lavanya Sachar, Sachi Khalsa",11-50,7,Seed,$10M to $50M,Growing,High,1333768,641.2714619467671,3041.113081359677,6,1804
Muni Group Solutions,Textiles,Maharashtra,$100M to $500M,Active,2022,Series B,Textiles,1,Quincy Chhabra,1-10,0,Seed,$100M to $500M,Medium,High,288458,443.71137837261426,4701.3101089809215,7,1974
